"length","type","comblength","height","probability"
10,"Pair",2,14,0.011837332046271933
10,"Trio",3,14,0.0018760995811860687
1,"Single",1,6,0.05248126436041143
13,"FullHouse",5,6,0.0029107373868046574
13,"Trio",3,6,0.0029738004707167438
13,"Trio",3,9,0.0030333921922116513
13,"FullHouse",5,9,0.0029761147123281966
7,"Single",1,12,0.04647945275934784
7,"Straight",5,6,0.00457748289872962
7,"Pair",2,12,0.018204495191071337
12,"Straight",7,8,0.004314233677828684
12,"Straight",5,6,0.008853637726912762
12,"Straight",6,7,0.0063545529602244966
12,"Straight",8,9,0.0027916530721969735
13,"SquareBomb",4,13,0.0003274651880205597
13,"FullHouse",5,13,0.0033724285882894747
13,"Trio",3,13,0.003480040823222026
12,"Trio",3,9,0.0031255792009974893
12,"FullHouse",5,9,0.0030122281297532776
4,"Single",1,7,0.033881865229898424
12,"Trio",3,10,0.00298159270509268
12,"FullHouse",5,10,0.0028552215783677138
9,"SquareBomb",4,13,0.0003299088302507863
9,"PairSteps",2,13,0.00356598083933996
9,"FullHouse",5,13,0.0028598276689717037
9,"Trio",3,13,0.0032787006781665223
8,"PairSteps",2,4,0.0019281092728753789
7,"Pair",2,14,0.015249704263745306
2,"Single",1,0,0.0329204462023068
14,"PairSteps",3,7,0.0011314559438566183
12,"PairSteps",3,13,0.0009772700466730694
8,"PairSteps",2,8,0.0019946204607008276
8,"PairSteps",2,3,0.002113339355098941
4,"Trio",3,5,0.0026108966735980546
10,"PairSteps",2,11,0.003921904435691043
10,"Trio",3,10,0.003336499089196469
10,"FullHouse",5,10,0.0030002024007846923
10,"Pair",2,6,0.013179404941693005
14,"PairSteps",3,5,0.0012487384886768565
12,"Single",1,1,0.001979814318691132
12,"PairSteps",2,4,0.004941493997754423
13,"StraightBomb",5,6,0.00026093074169129403
1,"Single",1,9,0.05218063518649745
9,"PairSteps",2,11,0.003806925490646714
9,"Trio",3,10,0.003512231647894607
9,"Straight",5,14,0.004327736621548236
9,"FullHouse",5,10,0.003085944957121119
13,"PairSteps",3,6,0.0010211591110535123
9,"Straight",5,9,0.008594310370072451
9,"Straight",6,9,0.004822599866924415
9,"Straight",5,8,0.008232893393112319
10,"Straight",5,6,0.00751373989942238
11,"PairSteps",2,5,0.0042053154099786225
11,"PairSteps",3,6,0.0008401572520743506
11,"PairSteps",2,6,0.003896200949309758
8,"Straight",5,14,0.0027684387964764805
2,"Single",1,3,0.045046538616393905
2,"Single",1,13,0.084006347251498
1,"Single",1,5,0.056045867422534305
7,"Single",1,1.5,0.016291210204186595
7,"Single",1,10,0.04789384354266317
7,"Straight",5,11,0.004713778737849097
5,"Pair",2,8,0.015546319065131766
7,"Straight",5,7,0.00500180013372422
8,"Straight",5,5,0.0005585509429212429
5,"Pair",2,11,0.02144364894566187
9,"Straight",7,13,0.0018867819617713508
10,"Straight",7,8,0.003149667595634371
10,"Straight",6,7,0.005058462688193806
10,"Straight",5,8,0.010000155692911301
10,"Straight",6,8,0.006025315667377664
10,"Straight",7,9,0.0036727957776082456
10,"Straight",5,7,0.009051985863083653
10,"Straight",6,9,0.006489280543056875
10,"Straight",8,9,0.00175154525214467
5,"Trio",3,11,0.003677670663504015
5,"FullHouse",5,11,0.0012142841599025091
9,"Straight",7,8,0.0022092771104434677
9,"Straight",6,7,0.004034896199190796
9,"Straight",6,8,0.004598335999169667
9,"Straight",7,9,0.0024075930926728733
9,"Straight",5,7,0.007532300483928065
9,"Straight",8,9,0.000984166229568357
7,"PairSteps",2,8,0.002934217970477807
7,"Pair",2,7,0.014226199660546212
14,"PairSteps",3,14,0.0013352007527595011
4,"Pair",2,4,0.013001335344100237
4,"Single",1,4,0.035801837592925996
4,"PairSteps",2,4,0.0018336068242062675
4,"Pair",2,3,0.014516054024966285
5,"Pair",2,10,0.020751637542706678
5,"Trio",3,10,0.003917045677104868
5,"Single",1,10,0.04740060496594346
2,"Single",1,2,0.06170807379864055
7,"Straight",5,10,0.004538908604639202
12,"FullHouse",5,14,0.0019583695214287137
12,"Trio",3,14,0.0021000583604839783
12,"SquareBomb",4,14,0.000152411237686474
14,"SquareBomb",4,14,0.0001499644532533909
13,"Trio",3,8,0.0030443848398660515
13,"FullHouse",5,8,0.0029865287995797336
4,"Single",1,1.5,0.022933372308550852
6,"Single",1,7,0.04016426704757576
6,"Single",1,11,0.05049101563134059
8,"PairSteps",2,5,0.0018658891294257654
3,"Single",1,1.5,0.028200430851695418
3,"Pair",2,6,0.00879514189269418
10,"PairSteps",2,8,0.004058914197636582
9,"PairSteps",2,4,0.0034807235011852624
7,"Trio",3,12,0.0036465566013475286
7,"Straight",5,12,0.005107236537571363
5,"Trio",3,5,0.003629795660783844
5,"FullHouse",5,2,0.0028463865253628706
5,"Trio",3,2,0.005801579875089766
5,"Pair",2,2,0.01673448958718691
11,"Pair",2,9,0.013305509257581796
11,"Trio",3,9,0.0033560998586905323
11,"FullHouse",5,9,0.0031466266893728032
7,"SquareBomb",4,13,0.0003908861801162372
7,"PairSteps",2,13,0.0038342848325875634
7,"FullHouse",5,13,0.00324538394280718
7,"Trio",3,13,0.004083731934372267
6,"Straight",5,10,0.0027237164607917933
14,"SquareBomb",4,2,0.00033074918724437525
12,"Trio",3,8,0.0031937430208673193
12,"Straight",7,10,0.005248614129976916
12,"FullHouse",5,8,0.003079626064006593
6,"PairSteps",2,8,0.002308179265343224
6,"PairSteps",3,8,0.00012011622055935202
6,"PairSteps",2,7,0.0019640625253623777
6,"Pair",2,6,0.012560261009300891
7,"PairSteps",2,11,0.003723705189528365
7,"Trio",3,10,0.003548835056318469
7,"Pair",2,10,0.018132489842102556
12,"SquareBomb",4,13,0.0003392873281161205
12,"FullHouse",5,13,0.003368364941432727
12,"Trio",3,13,0.003557538688711918
4,"Pair",2,6,0.011519834178165463
1,"Single",1,8,0.0521376881616526
8,"Straight",5,9,0.0035794461835093735
8,"Straight",6,10,0.0014253419068399962
8,"Straight",7,10,0.00045914174821438914
8,"Straight",5,8,0.003495055644117944
8,"Straight",7,11,0.000452705181650636
8,"Straight",6,9,0.0014518033471576479
11,"PairSteps",2,3,0.005292311315627378
3,"Single",1,3,0.03976896850033077
3,"Single",1,11,0.05700303631706614
14,"Trio",3,8,0.0024372843485306276
14,"FullHouse",5,8,0.002407705152923407
14,"PairSteps",3,9,0.0012462563184161106
13,"Trio",3,11,0.002954129417019396
13,"StraightBomb",5,14,0.0001967105369734811
13,"FullHouse",5,11,0.002896273376733078
1,"Single",1,7,0.04975412828276321
2,"Single",1,7,0.03422305378585131
13,"SquareBomb",4,2,0.0004587983994705015
7,"Pair",2,4,0.012750090006686211
7,"PairSteps",2,4,0.002602479041300211
8,"Trio",3,13,0.0017421640165891776
13,"PairSteps",4,13,0.00022621711751950326
13,"PairSteps",3,13,0.0012444834265586996
13,"PairSteps",3,11,0.0011513352016977276
13,"StraightBomb",5,9,0.0002568808188712518
13,"StraightBomb",6,9,6.653444632926567e-05
13,"StraightBomb",5,8,0.0002429953692025355
7,"FullHouse",5,12,0.0028210667078125804
13,"Single",1,1,0.0016928677387776639
13,"FullHouse",5,4,0.0032468809808681646
13,"Trio",3,4,0.0033336650412976415
2,"Pair",2,13,0.01603391516472065
12,"FullHouse",5,6,0.0030083987016707027
12,"Trio",3,6,0.003134769828395669
12,"Straight",8,11,0.003245057357173821
12,"Straight",9,10,0.0016420587618080414
12,"Straight",8,10,0.0031631075962067217
14,"PairSteps",3,4,0.0013742949343662472
7,"Straight",6,14,0.0019287147045209073
7,"Straight",5,14,0.0038137118757393404
7,"PairSteps",2,14,0.0032556704212312916
7,"Straight",5,13,0.005359255258962094
13,"Trio",3,12,0.003161254041244414
13,"FullHouse",5,12,0.0030877768700807904
9,"Trio",3,11,0.0031489612505398086
9,"FullHouse",5,11,0.0027690100696330044
1,"Single",1,15,0.027228413751637356
7,"Single",1,1,0.0024173224296662036
8,"PairSteps",3,14,0.0001795086897224481
8,"PairSteps",2,14,0.002041821948835017
7,"PairSteps",2,6,0.00220387800236589
7,"Pair",2,6,0.01293267499871419
4,"Single",1,2,0.0460726932096756
4,"Pair",2,14,0.0233652000026574
9,"Single",1,1,0.002516944895958246
9,"Straight",8,8,0.00011305864407470767
9,"Straight",6,6,0.00037995118090680446
9,"Straight",5,5,0.0005727069019522077
9,"Straight",7,7,0.00021685018617607864
14,"PairSteps",4,14,0.00024118421033579834
2,"Pair",2,14,0.01036165123274045
14,"Straight",10,13,0.001103945223466686
14,"Straight",11,12,0.0005909633695792246
14,"Straight",12,13,0.00023746095494467967
14,"Straight",11,13,0.0005655211244065803
14,"Straight",10,11,0.001168688497767805
4,"Trio",3,9,0.002723836224364383
4,"Pair",2,9,0.015326561389289345
14,"PairSteps",4,5,0.00025649092694373065
12,"Straight",6,6,0.0005361199315604613
12,"Straight",5,5,0.0007390796199369217
12,"Straight",7,7,0.000359966239762024
4,"PairSteps",2,6,0.0011825435315533175
2,"Pair",2,6,0.010018236506169623
14,"StraightBomb",5,7,0.00014768913051437394
14,"StraightBomb",7,9,5.998578130135636e-06
14,"StraightBomb",6,8,3.040658569413581e-05
9,"Straight",6,14,0.0028913358156810484
9,"PairSteps",3,14,0.000448527735509496
9,"PairSteps",2,14,0.0033435703919798792
12,"Straight",8,8,0.00022899979933796848
11,"FullHouse",5,8,0.003182859886227762
11,"Trio",3,8,0.0033651581579042717
11,"PairSteps",3,12,0.0007427805355266496
5,"PairSteps",2,14,0.0032337388200987965
5,"SquareBomb",4,3,0.0008095227732683394
5,"Trio",3,3,0.004761386634169695
1,"Single",1,11,0.0665678885095235
2,"Single",1,11,0.056592378561447554
10,"PairSteps",2,3,0.004692584346634698
10,"PairSteps",2,6,0.0036089616839745284
5,"Pair",2,12,0.023123626313842405
12,"StraightBomb",5,13,0.00021215031577463968
11,"Trio",3,12,0.00310812891771441
11,"FullHouse",5,12,0.002890729736584659
13,"PairSteps",4,14,0.00024415249000826186
13,"PairSteps",3,14,0.0013567241447141564
11,"PairSteps",2,14,0.0034817837602811696
13,"StraightBomb",5,13,0.00020596750341929197
14,"StraightBomb",5,13,0.00014086316229732304
3,"Single",1,0,0.026843417637779247
1,"Single",1,0,0.04917434344735768
5,"Straight",5,11,0.000983613692250778
12,"PairSteps",3,4,0.0013334068583525187
3,"Single",1,9,0.0394381965294387
11,"Single",1,1,0.002184182397912968
11,"Straight",8,8,0.0002049440197108591
11,"Straight",6,6,0.0005333073662089206
11,"Straight",5,5,0.0007654262835609986
11,"Straight",7,7,0.00033289249610493133
6,"Single",1,1,0.002743194766828445
6,"Straight",5,8,0.0032561234924602723
13,"Straight",10,13,0.0011391854332376008
13,"Straight",11,12,0.0005259114062026303
13,"Straight",10,12,0.0011756347386179813
13,"Straight",12,13,0.00019728909737634428
13,"Straight",11,13,0.0005583107887629685
13,"Straight",10,11,0.0010622368996567979
13,"PairSteps",3,4,0.001397223372914579
3,"Pair",2,12,0.022212610045290317
3,"Single",1,12,0.0666547928010449
12,"Straight",10,13,0.0008654507466618875
12,"Straight",11,12,0.0003722204096262631
12,"Straight",10,12,0.000928253367216113
12,"Straight",12,13,9.803335891391293e-05
12,"Straight",11,13,0.0003561368116794493
12,"Straight",10,11,0.0008516648055646185
12,"Straight",9,12,0.0018051923981257246
12,"Straight",9,11,0.001830466623470718
10,"Trio",3,12,0.0030360117703840945
10,"FullHouse",5,12,0.002751093742701895
11,"PairSteps",3,4,0.0011922986340084786
14,"SquareBomb",4,3,0.0002875180552030529
8,"Straight",7,12,0.0004391168744604906
14,"Straight",13,14,9.390877486488203e-05
14,"Straight",12,14,0.0002705565584212901
14,"Straight",11,14,0.000603787915926411
8,"Straight",6,14,0.0012551304799318583
8,"PairSteps",2,12,0.002214894071993712
9,"Straight",7,14,0.0015160978828378832
8,"Trio",3,11,0.001716417750334165
8,"FullHouse",5,11,0.0012386814764911557
6,"PairSteps",2,6,0.001694612625188696
11,"PairSteps",4,14,7.020181890648212e-05
11,"PairSteps",3,14,0.0005502916772346825
11,"PairSteps",3,13,0.0007744845827747382
10,"Single",1,1,0.002439707920098398
10,"Straight",6,6,0.00049510345793956
10,"Straight",5,5,0.0007255289666661477
10,"Straight",7,7,0.00029270267324728707
6,"Straight",5,6,0.0036034866167805606
6,"Straight",6,7,0.0013082928887951045
6,"Straight",5,7,0.0037982696771470775
6,"Single",1,0,0.01569626828120181
8,"Straight",7,8,0.000525652936039838
8,"Straight",6,7,0.0014231963846520785
8,"Straight",6,8,0.001482555831851135
8,"Straight",8,8,1.9309699691259356e-05
8,"Straight",5,7,0.003560851657880753
8,"Straight",6,6,0.00022456465566871993
8,"Straight",7,7,7.223258032656277e-05
4,"Single",1,0,0.021199418029138405
10,"FullHouse",5,6,0.002925469803359853
10,"Trio",3,6,0.003258652633545595
5,"PairSteps",2,6,0.0014362500816051183
8,"PairSteps",2,6,0.001795086897224481
10,"PairSteps",2,12,0.0037117190054336826
9,"FullHouse",5,6,0.0028950426564703833
9,"Trio",3,6,0.003339863551190545
6,"Trio",3,11,0.004187835797880111
6,"FullHouse",5,11,0.002869803756066681
6,"Pair",2,11,0.0198126836236142
6,"Straight",6,14,0.0006200594088334117
6,"Straight",5,14,0.002856818218708913
6,"Straight",5,13,0.0037593130650737743
10,"Straight",8,8,0.00017281913154494077
13,"Straight",8,8,0.00019786765777920747
13,"Straight",6,6,0.0004524342350390065
13,"Straight",5,5,0.0006184810706607391
13,"Straight",7,7,0.0003135797383518434
3,"Pair",2,2,0.013315692161552423
7,"FullHouse",5,6,0.0023221725042431723
7,"Trio",3,6,0.002972792264568225
12,"StraightBomb",5,12,0.00020678911645903507
6,"FullHouse",5,10,0.002662035158342396
6,"Pair",2,7,0.014189945947700748
6,"PairSteps",2,12,0.003532066161312838
5,"PairSteps",2,10,0.0024982046873979935
9,"FullHouse",5,4,0.0030933586386997884
9,"Trio",3,4,0.0034881371827639317
9,"FullHouse",5,14,0.0016069154821765827
9,"Trio",3,14,0.0019442379940060384
9,"FullHouse",5,3,0.0034751632400012605
9,"Trio",3,3,0.003984853848534779
6,"FullHouse",5,2,0.002743194766828445
6,"Trio",3,2,0.004320937555797231
6,"Pair",2,2,0.014287337477884007
8,"FullHouse",5,8,0.0012508394355560228
8,"Trio",3,8,0.0017593281940925193
4,"PairSteps",2,12,0.0013884921241272099
10,"PairSteps",2,14,0.003141882950069283
6,"FullHouse",5,6,0.001931598681967958
6,"Trio",3,6,0.0029282386741766356
14,"StraightBomb",5,12,0.00014417272264498408
14,"PairSteps",4,10,0.00024304583803135766
7,"PairSteps",2,5,0.002286169829758782
7,"FullHouse",5,14,0.0017204135164326493
7,"Pair",2,2,0.013845599958854087
7,"Trio",3,14,0.002291313068970838
5,"FullHouse",5,14,0.0007224773137771201
5,"Trio",3,14,0.002567841054990969
13,"PairSteps",3,10,0.0012369621413214783
13,"PairSteps",3,9,0.0012219195708470356
13,"PairSteps",4,10,0.0002661377853170627
7,"FullHouse",5,3,0.0030113665586586433
7,"Trio",3,3,0.003703132232680142
6,"Straight",5,11,0.0028438326813511453
6,"PairSteps",2,10,0.00278539776324119
2,"Pair",2,2,0.01676811216635483
5,"PairSteps",2,13,0.003686375209453137
12,"PairSteps",3,10,0.0010377750103777502
12,"PairSteps",3,9,0.0010538586083245639
12,"PairSteps",4,10,0.00020755500207555002
4,"Trio",3,14,0.0031689509244434404
5,"PairSteps",2,3,0.0032380910930733574
12,"FullHouse",5,3,0.0037918996873654914
12,"Trio",3,3,0.004006347659989676
8,"PairSteps",2,10,0.0021605408432331303
8,"Trio",3,9,0.0017064053134572157
8,"FullHouse",5,9,0.001230099387739485
8,"FullHouse",5,7,0.0011578668074129221
8,"Trio",3,7,0.0016577734771977479
11,"Trio",3,10,0.003245135693322222
11,"FullHouse",5,10,0.0030367948114062102
1,"Single",1,4,0.06865081921449892
3,"Trio",3,9,0.0014079012094380268
3,"Pair",2,9,0.012204637592658558
7,"FullHouse",5,8,0.002849354523478887
7,"Trio",3,8,0.003553978295530525
8,"FullHouse",5,12,0.001208644165860308
3,"Single",1,4,0.03616440215086594
3,"Pair",2,11,0.018565637032890606
8,"PairSteps",2,7,0.0019109450953720371
9,"PairSteps",2,3,0.004046016721558801
8,"FullHouse",5,4,0.0011993469030459978
8,"Trio",3,4,0.0016792286990769249
11,"PairSteps",3,10,0.0009635765788615529
11,"PairSteps",3,9,0.0009828254646907497
11,"PairSteps",4,10,0.00017890140947135765
4,"PairSteps",2,3,0.002836775775130711
6,"FullHouse",5,8,0.0024412810232603437
6,"Trio",3,8,0.0036034866167805606
4,"Pair",2,8,0.01394471276814839
5,"Straight",5,13,0.0009618523273779732
10,"PairSteps",2,5,0.003934359868595183
8,"PairSteps",2,9,0.0020604164744636375
10,"Trio",3,2,0.004346946083544816
10,"FullHouse",5,2,0.003825374830683959
13,"FullHouse",5,3,0.0036368306923979478
13,"Trio",3,3,0.003751385652164857
13,"StraightBomb",5,12,0.00020423182221070244
4,"Trio",3,2,0.003906379755917701
4,"Pair",2,2,0.016063990220763606
6,"Pair",2,13,0.022396805557809988
6,"PairSteps",2,13,0.003820994367523171
7,"PairSteps",2,12,0.0038111402561333127
6,"Straight",6,13,0.0005973347184573182
6,"Straight",5,12,0.0031684711152953396
3,"Pair",2,4,0.00950757383000017
3,"Trio",3,4,0.0018828558343086865
9,"Straight",7,11,0.002181475804523458
9,"Straight",6,10,0.004818893026135081
7,"PairSteps",2,10,0.0035514066759244974
5,"PairSteps",2,12,0.003312079733640894
2,"Pair",2,11,0.014470786064467233
14,"SquareBomb",4,7,0.0002078817593374591
2,"Pair",2,3,0.011001113137389574
11,"FullHouse",5,3,0.003933566433566434
11,"Trio",3,3,0.004281178665893692
7,"Trio",3,2,0.003975723910919097
7,"FullHouse",5,2,0.003101373244869619
9,"Straight",8,11,0.0007728763045762802
9,"Straight",7,10,0.0022945344485981655
7,"Straight",6,13,0.0019724322378233813
11,"Trio",3,6,0.003288162614587485
11,"FullHouse",5,6,0.0030696311460560164
10,"FullHouse",5,8,0.0032633234208846473
10,"Trio",3,8,0.003538899873888742
8,"PairSteps",3,10,0.00022098878535552376
3,"Trio",3,7,0.0014333452071989552
10,"PairSteps",3,11,0.0007395413286833051
8,"Trio",3,3,0.0018229786856674111
8,"FullHouse",5,13,0.0012494090874307444
5,"Straight",5,9,0.001344852349139338
5,"Straight",5,8,0.001706091006027898
9,"StraightBomb",5,14,0.00018534203946673388
9,"FullHouse",5,7,0.0029895670965984175
9,"Trio",3,7,0.003423267468950575
13,"SquareBomb",4,5,0.0003193653423804752
14,"SquareBomb",4,6,0.00020271057129423874
10,"PairSteps",2,13,0.0036058478257484936
10,"PairSteps",2,9,0.004100951283688053
12,"PairSteps",3,7,0.0008784708021426416
5,"Trio",3,4,0.003938807041977673
5,"FullHouse",5,4,0.0017496137357735078
5,"FullHouse",5,6,0.001349204622113899
5,"Trio",3,6,0.0030117728983961875
10,"FullHouse",5,13,0.003034454841271077
10,"Trio",3,13,0.0033738653879088884
12,"PairSteps",3,11,0.0009397416514638372
10,"PairSteps",2,7,0.0038471718382662038
10,"PairSteps",3,8,0.0007831353438477947
2,"Pair",2,4,0.01091821992752765
11,"StraightBomb",5,14,0.00019588572049711946
12,"SquareBomb",4,6,0.00029027064865916406
7,"Straight",7,14,0.000249447101784704
13,"PairSteps",4,12,0.00023720976517390367
11,"PairSteps",3,11,0.0008107177796296967
10,"Straight",8,11,0.0016098647028600789
10,"Straight",7,10,0.0036759096358342804
10,"Straight",10,11,0.000147908265736661
10,"Straight",9,10,0.0007395413286833051
10,"Straight",8,10,0.001848074857151754
10,"Straight",9,11,0.0006383409363371685
7,"Trio",3,11,0.003615697166075194
7,"FullHouse",5,11,0.002857069382296971
11,"SquareBomb",4,6,0.00032609877169462664
4,"Trio",3,8,0.002557748649708018
7,"Straight",6,10,0.0018387080183099316
7,"PairSteps",2,9,0.0029985084606285036
12,"PairSteps",4,12,0.00016389952193419818
6,"FullHouse",5,5,0.0022529907315727107
8,"StraightBomb",5,14,6.436566563753119e-05
8,"Trio",3,14,0.0012737250055604784
10,"Trio",3,3,0.0042846689190241165
5,"PairSteps",2,11,0.0028463865253628706
11,"Straight",8,11,0.00249442914598355
11,"Straight",10,11,0.0004812221457299177
11,"Straight",9,11,0.0012500452914960688
5,"Trio",3,8,0.0036472047526820883
8,"Straight",7,14,0.00039191538632630103
7,"FullHouse",5,5,0.002468754821786761
9,"PairSteps",2,9,0.0038217528538040525
9,"PairSteps",3,8,0.0006579642401069053
9,"PairSteps",2,7,0.003610462928811976
12,"SquareBomb",4,5,0.000346180298664755
14,"StraightBomb",5,10,0.00016961496781762832
3,"Trio",3,3,0.0024935117805709632
3,"Pair",2,3,0.00998252845487083
6,"Trio",3,14,0.0026847598487184897
14,"PairSteps",4,12,0.00022422271355403552
14,"SquareBomb",4,5,0.00022484325611922196
5,"PairSteps",2,7,0.0016712728222314103
7,"FullHouse",5,4,0.0026127655197243226
7,"Trio",3,4,0.003268528519261431
7,"PairSteps",2,7,0.002522758833513347
7,"FullHouse",5,7,0.0026513398138147404
7,"Trio",3,7,0.003355963585866379
13,"SquareBomb",4,6,0.0002765518725685999
8,"Trio",3,2,0.001810820726602544
8,"FullHouse",5,2,0.001278731223998953
14,"PairSteps",4,8,0.00020912284446783201
14,"PairSteps",4,9,0.0002492512636832221
7,"Straight",7,8,0.0005966157485984673
7,"Straight",6,7,0.0021781618063056113
7,"Straight",6,8,0.002057295684822301
9,"Straight",8,12,0.0007246873743149295
12,"SquareBomb",4,4,0.000360732125378539
7,"Straight",7,9,0.00047574962711515714
8,"StraightBomb",5,6,9.869402064421449e-05
6,"Trio",3,13,0.005015663804437807
11,"SquareBomb",4,4,0.0003589351063444328
14,"SquareBomb",4,4,0.00023890888759678136
7,"Straight",6,12,0.001807848583037597
7,"Straight",7,12,0.00030602273311731727
7,"Straight",6,11,0.001704983798796482
7,"Straight",7,13,0.00029573625469320576
6,"Trio",3,4,0.0033275439479279953
14,"PairSteps",5,14,3.0199738172406996e-05
12,"PairSteps",4,13,0.0001715583780993476
7,"FullHouse",5,10,0.0028133518489944966
5,"SquareBomb",4,4,0.0006963636759297543
8,"PairSteps",3,13,0.00019810321535106823
13,"SquareBomb",4,4,0.0003459791209121815
8,"Straight",7,9,0.0005220770657266419
12,"StraightBomb",5,6,0.00029027064865916406
5,"Trio",3,12,0.003686375209453137
10,"SquareBomb",4,4,0.00035965062510703887
13,"PairSteps",5,14,3.297794296320124e-05
4,"Trio",3,12,0.003986101791752755
9,"StraightBomb",5,6,0.00027059937762143147
10,"FullHouse",5,3,0.0037911223901975744
7,"StraightBomb",5,6,0.000311165972329373
4,"PairSteps",2,5,0.001222404549470845
9,"Straight",8,14,0.0006171889914242238
6,"Trio",3,12,0.004444300160696025
10,"StraightBomb",5,8,0.00028491802768219963
8,"PairSteps",3,11,0.0002081156522280175
8,"PairSteps",3,4,0.00024315918129734005
13,"SquareBomb",4,9,0.00024935953363403046
2,"Pair",2,7,0.009272197617412312
10,"SquareBomb",4,9,0.0002864749567952171
8,"PairSteps",3,8,0.0001659203825323026
6,"FullHouse",5,13,0.0033307903322674372
10,"StraightBomb",5,13,0.00022419779227451773
8,"StraightBomb",5,13,7.580845063975895e-05
14,"PairSteps",4,7,0.00020829545438091673
11,"SquareBomb",4,9,0.0002898655748396681
9,"PairSteps",3,11,0.0006653779216855746
9,"PairSteps",2,10,0.004005241472876119
8,"SquareBomb",4,9,0.00011442785002227767
10,"PairSteps",3,4,0.000993320774105155
4,"Pair",2,7,0.012596081661938707
9,"Straight",8,13,0.0007191271131309274
6,"PairSteps",2,11,0.0031295145032220364
9,"PairSteps",3,4,0.0008229186552322985
4,"SquareBomb",4,9,0.0004318276941065485
7,"StraightBomb",5,13,0.000270020058632927
12,"SquareBomb",4,9,0.00027112350824629044
11,"Straight",9,12,0.0011775788977861517
7,"FullHouse",5,9,0.002679627629481047
10,"PairSteps",3,6,0.0007115166046489903
10,"SquareBomb",4,2,0.0004935465288265425
6,"FullHouse",5,14,0.001639424091418183
6,"PairSteps",2,14,0.0029347314428555195
14,"Straight",11,11,0.00020022840103349295
5,"FullHouse",5,3,0.0023937501360085304
14,"PairSteps",4,11,0.0002380814975098661
8,"FullHouse",5,3,0.0013266478861957817
5,"PairSteps",2,8,0.0019280569277305073
5,"FullHouse",5,7,0.001479772811350728
6,"FullHouse",5,7,0.002269222653269921
6,"Trio",3,7,0.0034736312432028828
7,"PairSteps",2,3,0.003145090778172093
6,"PairSteps",2,3,0.0028730501404061227
5,"SquareBomb",4,2,0.0010053750571235827
8,"FullHouse",5,14,0.0008195894757845638
6,"FullHouse",5,3,0.0024153099485448083
6,"Trio",3,3,0.0037690522180921
9,"Trio",3,9,0.003434387991318579
9,"FullHouse",5,9,0.0030377560268597683
12,"PairSteps",3,5,0.0010921528891503112
12,"PairSteps",4,6,0.00019836437467737067
6,"FullHouse",5,4,0.00218481666044443
4,"Trio",3,7,0.0024647396079004536
14,"StraightBomb",5,11,0.00015327401360105194
6,"Straight",6,8,0.0010193646825847713
12,"SquareBomb",4,2,0.0004825079384044152
9,"PairSteps",3,7,0.0005708534815575403
11,"Straight",11,12,0.00011322874017174535
11,"Straight",10,12,0.00048688358273850504
14,"PairSteps",4,6,0.00022525695116267958
6,"PairSteps",3,14,0.00012336260489879397
11,"PairSteps",3,7,0.0007982626182108047
13,"PairSteps",4,8,0.00018976781213912296
6,"FullHouse",5,12,0.0029282386741766356
5,"Straight",5,7,0.001954170565577873
6,"SquareBomb",4,2,0.0006947262486405766
2,"Single",1,1,0.0034104634914619994
4,"PairSteps",2,13,0.001368561615168446
13,"PairSteps",3,5,0.0011386068728347378
13,"PairSteps",4,6,0.0002082817450307447
10,"Straight",9,12,0.0005682791262513817
7,"PairSteps",3,6,0.00026744843902689914
10,"PairSteps",3,7,0.0006616948730324309
7,"SquareBomb",4,2,0.0005348968780537983
6,"SquareBomb",4,6,0.0004057980424302433
9,"PairSteps",3,10,0.0007413681578669355
1,"Single",1,1,0.008095514183254954
5,"SquareBomb",4,6,0.00047875002720170607
4,"Trio",3,11,0.0034014735289623513
13,"PairSteps",4,11,0.00025109521484262
9,"Trio",3,8,0.003577101361707964
6,"Straight",5,9,0.0029347314428555195
14,"SquareBomb",4,8,0.00019009287246878103
9,"FullHouse",5,8,0.0031786159768544863
13,"SquareBomb",4,8,0.00027192338934569444
12,"PairSteps",4,14,0.00011564872809375666
12,"PairSteps",3,14,0.000817199952821446
8,"Straight",8,9,0.00014088929033992937
14,"Straight",12,12,8.501433143054299e-05
7,"StraightBomb",6,7,4.37175333024739e-05
7,"StraightBomb",5,7,0.00030602273311731727
7,"Straight",6,6,0.00029059301548115
7,"Straight",5,5,0.0005066090623874916
7,"Straight",7,7,0.00011057964305919868
9,"StraightBomb",6,7,5.5602611840020164e-05
9,"StraightBomb",5,7,0.0002817198999894355
4,"Trio",3,10,0.0033018209841685323
12,"PairSteps",4,5,0.00024967871098387196
14,"StraightBomb",6,7,3.2268213389695145e-05
12,"PairSteps",5,13,2.8337767811052954e-05
13,"PairSteps",4,5,0.0002713448289428313
8,"FullHouse",5,5,0.0011564364592876438
13,"PairSteps",5,13,3.644930538038032e-05
2,"Pair",2,5,0.009674821779598797
5,"Straight",5,6,0.0023981024089830914
3,"Trio",3,10,0.0017047478499821892
13,"Straight",11,14,0.0005936029733376223
14,"PairSteps",5,13,3.185451834623752e-05
6,"SquareBomb",4,3,0.0005648708750628987
13,"SquareBomb",4,3,0.0004211919732843948
12,"SquareBomb",4,3,0.00042889594524836904
4,"PairSteps",2,10,0.001288839579333391
4,"PairSteps",2,11,0.0012024740405120811
9,"PairSteps",3,9,0.0007265407947095969
9,"PairSteps",4,10,8.896417894403226e-05
